TimeStamp, HR , SC 
 16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-02,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
16-03-03,0,-1.00
